index,benchmark_id,sample_path,proposal_id,dao,status,llm_status,error,elapsed_seconds,semantics_output
1,real-aave-0001,data\raw_samples\real-aave-0001.json,15,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0001-semantics.json
2,real-aave-0002,data\raw_samples\real-aave-0002.json,7,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0002-semantics.json
3,real-aave-0003,data\raw_samples\real-aave-0003.json,42,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0003-semantics.json
4,real-aave-0004,data\raw_samples\real-aave-0004.json,100,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0004-semantics.json
5,real-aave-0005,data\raw_samples\real-aave-0005.json,35,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0005-semantics.json
6,real-aave-0006,data\raw_samples\real-aave-0006.json,32,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0006-semantics.json
7,real-aave-0007,data\raw_samples\real-aave-0007.json,152,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0007-semantics.json
8,real-aave-0008,data\raw_samples\real-aave-0008.json,149,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0008-semantics.json
9,real-aave-0009,data\raw_samples\real-aave-0009.json,234,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0009-semantics.json
10,real-aave-0010,data\raw_samples\real-aave-0010.json,238,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0010-semantics.json
11,real-aave-0011,data\raw_samples\real-aave-0011.json,164,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0011-semantics.json
12,real-aave-0012,data\raw_samples\real-aave-0012.json,178,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0012-semantics.json
13,real-aave-0013,data\raw_samples\real-aave-0013.json,397,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0013-semantics.json
14,real-aave-0014,data\raw_samples\real-aave-0014.json,407,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0014-semantics.json
15,real-aave-0015,data\raw_samples\real-aave-0015.json,355,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0015-semantics.json
16,real-aave-0016,data\raw_samples\real-aave-0016.json,310,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0016-semantics.json
17,real-aave-0017,data\raw_samples\real-aave-0017.json,396,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0017-semantics.json
18,real-aave-0018,data\raw_samples\real-aave-0018.json,400,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0018-semantics.json
19,real-aave-0019,data\raw_samples\real-aave-0019.json,390,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0019-semantics.json
20,real-aave-0020,data\raw_samples\real-aave-0020.json,321,Aave,skipped,success,,0.0,outputs\semantics\real-aave-0020-semantics.json
21,real-arbitrum-0001,data\raw_samples\real-arbitrum-0001.json,71941171835710778457735937894689629320431683601089057868136768380925169329077,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0001-semantics.json
22,real-arbitrum-0002,data\raw_samples\real-arbitrum-0002.json,70545629960586317780628692755032548222173912190231545322320044688071893662480,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0002-semantics.json
23,real-arbitrum-0003,data\raw_samples\real-arbitrum-0003.json,4339452689891418965907083940091891085726910948106830138993485564953310970308,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0003-semantics.json
24,real-arbitrum-0004,data\raw_samples\real-arbitrum-0004.json,77069694702187027448745871790562515795432836429094222862498991082283032976814,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0004-semantics.json
25,real-arbitrum-0005,data\raw_samples\real-arbitrum-0005.json,55434268037459750836497365958054185343730937462615166912204494229415053613423,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0005-semantics.json
26,real-arbitrum-0006,data\raw_samples\real-arbitrum-0006.json,6269372711941757139042689495856382466058496535755800373140231592090274906424,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0006-semantics.json
27,real-arbitrum-0007,data\raw_samples\real-arbitrum-0007.json,38701323908152171422214887490453506732497504710759730413296983575898180294585,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0007-semantics.json
28,real-arbitrum-0008,data\raw_samples\real-arbitrum-0008.json,98446466630612736687159241204141593794174501692677162686607521796118942563659,Arbitrum,skipped,repaired,,0.0,outputs\semantics\real-arbitrum-0008-semantics.json
29,real-arbitrum-0009,data\raw_samples\real-arbitrum-0009.json,7516302970844612385418101444853135774524286064427379173725195909617827683975,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0009-semantics.json
30,real-arbitrum-0010,data\raw_samples\real-arbitrum-0010.json,79529399410531589353911088395953830829384332193617716676855043534419270111970,Arbitrum,skipped,repaired,,0.0,outputs\semantics\real-arbitrum-0010-semantics.json
31,real-arbitrum-0011,data\raw_samples\real-arbitrum-0011.json,3552942192106351362095426680857341385146921274641698065112264407057470303359,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0011-semantics.json
32,real-arbitrum-0012,data\raw_samples\real-arbitrum-0012.json,112325874093084064493910714319140234408317576120604499542718372361020687891105,Arbitrum,skipped,repaired,,0.0,outputs\semantics\real-arbitrum-0012-semantics.json
33,real-arbitrum-0013,data\raw_samples\real-arbitrum-0013.json,108658450973990931334575713480652794742647878863726354508911679874665321261959,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0013-semantics.json
34,real-arbitrum-0014,data\raw_samples\real-arbitrum-0014.json,111105159609719390908725919603971316574753860587890014819515615630412225940809,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0014-semantics.json
35,real-arbitrum-0015,data\raw_samples\real-arbitrum-0015.json,71020107401388505040510993373598301285550678565865201408741893567942851985019,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0015-semantics.json
36,real-arbitrum-0016,data\raw_samples\real-arbitrum-0016.json,13050485773425645466153415888358064378805606653363056526521393182333458879398,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0016-semantics.json
37,real-arbitrum-0017,data\raw_samples\real-arbitrum-0017.json,13108804573775967668959825241666341617107666532012387058509418598838035461528,Arbitrum,success,success,,6.84,outputs\semantics\real-arbitrum-0017-semantics.json
38,real-arbitrum-0018,data\raw_samples\real-arbitrum-0018.json,27831845498978337986467036886891836384283300266814708262424272663046958396151,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0018-semantics.json
39,real-arbitrum-0019,data\raw_samples\real-arbitrum-0019.json,16288348195459185256236376597446433097934740027053618232242382845767010422421,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0019-semantics.json
40,real-arbitrum-0020,data\raw_samples\real-arbitrum-0020.json,41764616447638715300612914863093416410063619332654034338488569044333128121381,Arbitrum,skipped,success,,0.0,outputs\semantics\real-arbitrum-0020-semantics.json
41,real-compound-0001,data\raw_samples\real-compound-0001.json,51,Compound,skipped,success,,0.0,outputs\semantics\real-compound-0001-semantics.json
42,real-compound-0002,data\raw_samples\real-compound-0002.json,188,Compound,skipped,success,,0.0,outputs\semantics\real-compound-0002-semantics.json
43,real-compound-0003,data\raw_samples\real-compound-0003.json,176,Compound,skipped,success,,0.0,outputs\semantics\real-compound-0003-semantics.json
44,real-compound-0004,data\raw_samples\real-compound-0004.json,119,Compound,skipped,success,,0.0,outputs\semantics\real-compound-0004-semantics.json
45,real-compound-0005,data\raw_samples\real-compound-0005.json,134,Compound,skipped,success,,0.0,outputs\semantics\real-compound-0005-semantics.json
46,real-compound-0006,data\raw_samples\real-compound-0006.json,175,Compound,skipped,success,,0.0,outputs\semantics\real-compound-0006-semantics.json
47,real-compound-0007,data\raw_samples\real-compound-0007.json,255,Compound,success,success,,13.827,outputs\semantics\real-compound-0007-semantics.json
48,real-compound-0008,data\raw_samples\real-compound-0008.json,238,Compound,success,repaired,,88.526,outputs\semantics\real-compound-0008-semantics.json
49,real-compound-0009,data\raw_samples\real-compound-0009.json,258,Compound,success,success,,21.572,outputs\semantics\real-compound-0009-semantics.json
50,real-compound-0010,data\raw_samples\real-compound-0010.json,341,Compound,success,success,,19.126,outputs\semantics\real-compound-0010-semantics.json
51,real-compound-0011,data\raw_samples\real-compound-0011.json,318,Compound,success,success,,12.348,outputs\semantics\real-compound-0011-semantics.json
52,real-compound-0012,data\raw_samples\real-compound-0012.json,240,Compound,success,success,,16.307,outputs\semantics\real-compound-0012-semantics.json
53,real-compound-0013,data\raw_samples\real-compound-0013.json,402,Compound,success,success,,21.364,outputs\semantics\real-compound-0013-semantics.json
54,real-compound-0014,data\raw_samples\real-compound-0014.json,426,Compound,success,success,,14.4,outputs\semantics\real-compound-0014-semantics.json
55,real-compound-0015,data\raw_samples\real-compound-0015.json,418,Compound,success,success,,18.541,outputs\semantics\real-compound-0015-semantics.json
56,real-compound-0016,data\raw_samples\real-compound-0016.json,451,Compound,success,success,,21.974,outputs\semantics\real-compound-0016-semantics.json
57,real-compound-0017,data\raw_samples\real-compound-0017.json,466,Compound,success,success,,60.009,outputs\semantics\real-compound-0017-semantics.json
58,real-compound-0018,data\raw_samples\real-compound-0018.json,442,Compound,success,success,,25.289,outputs\semantics\real-compound-0018-semantics.json
59,real-compound-0019,data\raw_samples\real-compound-0019.json,545,Compound,success,success,,7.985,outputs\semantics\real-compound-0019-semantics.json
60,real-compound-0020,data\raw_samples\real-compound-0020.json,506,Compound,success,success,,12.914,outputs\semantics\real-compound-0020-semantics.json
61,real-ens-0001,data\raw_samples\real-ens-0001.json,55447465396737793905646186593156244424717001140618132725073945884287085787959,ENS,success,success,,24.012,outputs\semantics\real-ens-0001-semantics.json
62,real-ens-0002,data\raw_samples\real-ens-0002.json,43203199770691383238593940280239053946984014979449022275641313046078578194694,ENS,success,success,,17.285,outputs\semantics\real-ens-0002-semantics.json
63,real-ens-0003,data\raw_samples\real-ens-0003.json,90476529665364161211265365238121921179703522228680648046371476645353679539653,ENS,success,success,,8.791,outputs\semantics\real-ens-0003-semantics.json
64,real-ens-0004,data\raw_samples\real-ens-0004.json,112764562576314516994943312429834673309292069549953740415731020720942627228986,ENS,success,success,,13.823,outputs\semantics\real-ens-0004-semantics.json
65,real-ens-0005,data\raw_samples\real-ens-0005.json,27850654116740852236526757351596115114486670304472932313768517382407193376455,ENS,success,success,,19.57,outputs\semantics\real-ens-0005-semantics.json
66,real-ens-0006,data\raw_samples\real-ens-0006.json,8759198094868535520038506706231539487662297008587733129541987545743856603253,ENS,success,success,,14.154,outputs\semantics\real-ens-0006-semantics.json
67,real-ens-0007,data\raw_samples\real-ens-0007.json,33504840096777976512510989921427323867039135570342563123194157971712476988820,ENS,success,success,,16.615,outputs\semantics\real-ens-0007-semantics.json
68,real-ens-0008,data\raw_samples\real-ens-0008.json,31309365093913580207991288430108338667724061355449265288906484597789511363394,ENS,success,success,,26.203,outputs\semantics\real-ens-0008-semantics.json
69,real-ens-0009,data\raw_samples\real-ens-0009.json,33657496545373741813637578444724485346468737982573562831880427564621945332995,ENS,success,success,,20.45,outputs\semantics\real-ens-0009-semantics.json
70,real-ens-0010,data\raw_samples\real-ens-0010.json,40272043175867710511047990376059633000673751036364092383567949469124429500507,ENS,success,success,,23.04,outputs\semantics\real-ens-0010-semantics.json
71,real-ens-0011,data\raw_samples\real-ens-0011.json,107992041043258996427224563090014372885335179099580585497266204203463156791290,ENS,success,success,,13.447,outputs\semantics\real-ens-0011-semantics.json
72,real-ens-0012,data\raw_samples\real-ens-0012.json,13214174724111749338017943143826453367599509196993220699255450633508989705578,ENS,success,success,,31.009,outputs\semantics\real-ens-0012-semantics.json
73,real-ens-0013,data\raw_samples\real-ens-0013.json,20404686300257550242704646761273386459664655640264490428281621095220078268383,ENS,success,repaired,,82.441,outputs\semantics\real-ens-0013-semantics.json
74,real-ens-0014,data\raw_samples\real-ens-0014.json,31038548146097859834078018568437840147798885401616129864120868194533406456350,ENS,success,success,,16.065,outputs\semantics\real-ens-0014-semantics.json
75,real-ens-0015,data\raw_samples\real-ens-0015.json,108835189906614532703236602621229289879643217303874617456878894788222576090451,ENS,success,success,,20.771,outputs\semantics\real-ens-0015-semantics.json
76,real-ens-0016,data\raw_samples\real-ens-0016.json,28252712932062322633429808688780331957150867173093906455161078029287649387260,ENS,success,success,,23.371,outputs\semantics\real-ens-0016-semantics.json
77,real-ens-0017,data\raw_samples\real-ens-0017.json,48262157524430528705514027771464261215955420389394621161356313649894506972547,ENS,success,success,,27.864,outputs\semantics\real-ens-0017-semantics.json
78,real-ens-0018,data\raw_samples\real-ens-0018.json,69304512515872868228453463730257567312488838925636819022683533220991373699419,ENS,success,success,,16.653,outputs\semantics\real-ens-0018-semantics.json
79,real-ens-0019,data\raw_samples\real-ens-0019.json,43003012871521685709452092060115706577030630127946926655190871046443785691900,ENS,success,success,,32.936,outputs\semantics\real-ens-0019-semantics.json
80,real-ens-0020,data\raw_samples\real-ens-0020.json,93339540979084434403669350155813124666788975924280943502320960019054315770244,ENS,success,success,,38.436,outputs\semantics\real-ens-0020-semantics.json
81,real-nouns-dao-0001,data\raw_samples\real-nouns-dao-0001.json,215,Nouns DAO,success,success,,11.389,outputs\semantics\real-nouns-dao-0001-semantics.json
82,real-nouns-dao-0002,data\raw_samples\real-nouns-dao-0002.json,152,Nouns DAO,success,success,,19.886,outputs\semantics\real-nouns-dao-0002-semantics.json
83,real-nouns-dao-0003,data\raw_samples\real-nouns-dao-0003.json,57,Nouns DAO,success,success,,10.849,outputs\semantics\real-nouns-dao-0003-semantics.json
84,real-nouns-dao-0004,data\raw_samples\real-nouns-dao-0004.json,173,Nouns DAO,success,success,,17.281,outputs\semantics\real-nouns-dao-0004-semantics.json
85,real-nouns-dao-0005,data\raw_samples\real-nouns-dao-0005.json,189,Nouns DAO,success,success,,11.733,outputs\semantics\real-nouns-dao-0005-semantics.json
86,real-nouns-dao-0006,data\raw_samples\real-nouns-dao-0006.json,223,Nouns DAO,success,success,,6.743,outputs\semantics\real-nouns-dao-0006-semantics.json
87,real-nouns-dao-0007,data\raw_samples\real-nouns-dao-0007.json,435,Nouns DAO,success,success,,12.869,outputs\semantics\real-nouns-dao-0007-semantics.json
88,real-nouns-dao-0008,data\raw_samples\real-nouns-dao-0008.json,332,Nouns DAO,success,success,,8.601,outputs\semantics\real-nouns-dao-0008-semantics.json
89,real-nouns-dao-0009,data\raw_samples\real-nouns-dao-0009.json,585,Nouns DAO,success,success,,13.529,outputs\semantics\real-nouns-dao-0009-semantics.json
90,real-nouns-dao-0010,data\raw_samples\real-nouns-dao-0010.json,412,Nouns DAO,success,success,,9.84,outputs\semantics\real-nouns-dao-0010-semantics.json
91,real-nouns-dao-0011,data\raw_samples\real-nouns-dao-0011.json,554,Nouns DAO,success,success,,20.997,outputs\semantics\real-nouns-dao-0011-semantics.json
92,real-nouns-dao-0012,data\raw_samples\real-nouns-dao-0012.json,455,Nouns DAO,success,success,,8.636,outputs\semantics\real-nouns-dao-0012-semantics.json
93,real-nouns-dao-0013,data\raw_samples\real-nouns-dao-0013.json,763,Nouns DAO,success,success,,10.94,outputs\semantics\real-nouns-dao-0013-semantics.json
94,real-nouns-dao-0014,data\raw_samples\real-nouns-dao-0014.json,711,Nouns DAO,success,success,,15.4,outputs\semantics\real-nouns-dao-0014-semantics.json
95,real-nouns-dao-0015,data\raw_samples\real-nouns-dao-0015.json,676,Nouns DAO,success,success,,10.568,outputs\semantics\real-nouns-dao-0015-semantics.json
96,real-nouns-dao-0016,data\raw_samples\real-nouns-dao-0016.json,795,Nouns DAO,success,success,,24.85,outputs\semantics\real-nouns-dao-0016-semantics.json
97,real-nouns-dao-0017,data\raw_samples\real-nouns-dao-0017.json,743,Nouns DAO,success,success,,11.622,outputs\semantics\real-nouns-dao-0017-semantics.json
98,real-nouns-dao-0018,data\raw_samples\real-nouns-dao-0018.json,773,Nouns DAO,success,success,,16.926,outputs\semantics\real-nouns-dao-0018-semantics.json
99,real-nouns-dao-0019,data\raw_samples\real-nouns-dao-0019.json,823,Nouns DAO,success,success,,20.019,outputs\semantics\real-nouns-dao-0019-semantics.json
100,real-nouns-dao-0020,data\raw_samples\real-nouns-dao-0020.json,903,Nouns DAO,success,success,,17.001,outputs\semantics\real-nouns-dao-0020-semantics.json
101,real-uniswap-0001,data\raw_samples\real-uniswap-0001.json,14,Uniswap,success,success,,17.925,outputs\semantics\real-uniswap-0001-semantics.json
102,real-uniswap-0002,data\raw_samples\real-uniswap-0002.json,31,Uniswap,success,success,,8.427,outputs\semantics\real-uniswap-0002-semantics.json
103,real-uniswap-0003,data\raw_samples\real-uniswap-0003.json,34,Uniswap,success,success,,7.611,outputs\semantics\real-uniswap-0003-semantics.json
104,real-uniswap-0004,data\raw_samples\real-uniswap-0004.json,22,Uniswap,success,success,,8.735,outputs\semantics\real-uniswap-0004-semantics.json
105,real-uniswap-0005,data\raw_samples\real-uniswap-0005.json,26,Uniswap,success,success,,18.786,outputs\semantics\real-uniswap-0005-semantics.json
106,real-uniswap-0006,data\raw_samples\real-uniswap-0006.json,27,Uniswap,success,success,,11.055,outputs\semantics\real-uniswap-0006-semantics.json
107,real-uniswap-0007,data\raw_samples\real-uniswap-0007.json,50,Uniswap,success,success,,23.911,outputs\semantics\real-uniswap-0007-semantics.json
108,real-uniswap-0008,data\raw_samples\real-uniswap-0008.json,65,Uniswap,success,success,,16.551,outputs\semantics\real-uniswap-0008-semantics.json
109,real-uniswap-0009,data\raw_samples\real-uniswap-0009.json,47,Uniswap,success,repaired,,42.926,outputs\semantics\real-uniswap-0009-semantics.json
110,real-uniswap-0010,data\raw_samples\real-uniswap-0010.json,42,Uniswap,success,success,,54.466,outputs\semantics\real-uniswap-0010-semantics.json
111,real-uniswap-0011,data\raw_samples\real-uniswap-0011.json,55,Uniswap,success,success,,25.268,outputs\semantics\real-uniswap-0011-semantics.json
112,real-uniswap-0012,data\raw_samples\real-uniswap-0012.json,53,Uniswap,success,repaired,,76.092,outputs\semantics\real-uniswap-0012-semantics.json
113,real-uniswap-0013,data\raw_samples\real-uniswap-0013.json,70,Uniswap,success,success,,28.325,outputs\semantics\real-uniswap-0013-semantics.json
114,real-uniswap-0014,data\raw_samples\real-uniswap-0014.json,86,Uniswap,success,success,,20.685,outputs\semantics\real-uniswap-0014-semantics.json
115,real-uniswap-0015,data\raw_samples\real-uniswap-0015.json,80,Uniswap,success,success,,11.62,outputs\semantics\real-uniswap-0015-semantics.json
116,real-uniswap-0016,data\raw_samples\real-uniswap-0016.json,68,Uniswap,success,success,,16.837,outputs\semantics\real-uniswap-0016-semantics.json
117,real-uniswap-0017,data\raw_samples\real-uniswap-0017.json,78,Uniswap,success,success,,14.665,outputs\semantics\real-uniswap-0017-semantics.json
118,real-uniswap-0018,data\raw_samples\real-uniswap-0018.json,94,Uniswap,success,success,,40.731,outputs\semantics\real-uniswap-0018-semantics.json
119,real-uniswap-0019,data\raw_samples\real-uniswap-0019.json,71,Uniswap,success,success,,10.097,outputs\semantics\real-uniswap-0019-semantics.json
120,real-uniswap-0020,data\raw_samples\real-uniswap-0020.json,75,Uniswap,success,success,,19.192,outputs\semantics\real-uniswap-0020-semantics.json
